"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","compound"
"1",127015,8,0.8,57.6879555633555,"USGS-34 25uM","USGS-34",24.6509427447732,0.333236730013562,-1.79507766036665,0.044574010063275,"NO3+Norg"
"2",127016,9,0.8,58.7824072715161,"IAEA-NO3 25uM","IAEA-NO3",25.1186186423036,0.333532476317537,4.6942083964134,0.0445734905719114,"NO3+Norg"
"3",127017,10,0.08,59.2648155250515,"USGS-34 250uM","USGS-34",253.247590423468,3.3366450768612,-1.74104473964932,0.0445420898314753,"NO3+Norg"
"4",127018,11,0.08,59.2853178011193,"IAEA-NO3 250uM","IAEA-NO3",253.33519977425,3.33670142660966,4.68274586504948,0.0445666787140285,"NO3+Norg"
"5",127030,23,0.8,58.7483652110333,"USGS-34 25uM","USGS-34",25.1040719509591,0.333523196313824,-1.81223249490026,0.0445842504788536,"NO3+Norg"
"6",127031,24,0.8,56.7036099970669,"IAEA-NO3 25uM","IAEA-NO3",24.2303168800031,0.332975270258484,4.64681429209741,0.0445454723071055,"NO3+Norg"
"7",127032,25,0.08,58.3108219517355,"USGS-34 250uM","USGS-34",249.171030468268,3.33404392185895,-1.85359198812588,0.0446091536686304,"NO3+Norg"
"8",127033,26,0.08,58.6306468805068,"IAEA-NO3 250uM","IAEA-NO3",250.537691139547,3.33491147400064,4.66012178608872,0.0445532987481125,"NO3+Norg"
"9",127044,37,0.8,58.5926584722874,"USGS-34 25uM","USGS-34",25.0375360880685,0.333480819139945,-1.738830197636,0.0445407936956509,"NO3+Norg"
"10",127045,38,0.8,58.3016419244732,"IAEA-NO3 25uM","IAEA-NO3",24.9131802812473,0.333401910946325,4.76364132167414,0.0446152483674106,"NO3+Norg"
"11",127046,39,0.08,59.0885981929032,"USGS-34 250uM","USGS-34",252.494586902542,3.33616161291441,-1.75223766168284,0.0445486596605495,"NO3+Norg"
"12",127047,40,0.08,58.984978936886,"IAEA-NO3 250uM","IAEA-NO3",252.051806026986,3.33587792865719,4.73603989996932,0.0445985485240075,"NO3+Norg"
"13",127059,52,0.8,57.3872792145218,"USGS-34 25uM","USGS-34",24.5224591577328,0.333156410625329,-1.84913960078189,0.0446064582916905,"NO3+Norg"
"14",127060,53,0.8,56.9926042958669,"IAEA-NO3 25uM","IAEA-NO3",24.3538085489957,0.33305158598655,4.69277970239171,0.0445726399971258,"NO3+Norg"
"15",127061,54,0.08,58.5677790455331,"USGS-34 250uM","USGS-34",250.269047297814,3.33474057957624,-1.85883130363015,0.0446123305868492,"NO3+Norg"
"16",127062,55,0.08,58.3334018101782,"IAEA-NO3 250uM","IAEA-NO3",249.267517645222,3.33410503496045,4.72768724338104,0.0445935187255064,"NO3+Norg"
"17",127073,66,0.8,59.1069723406864,"USGS-34 25uM","USGS-34",25.2573102436775,0.333621191063383,-1.79722833024117,0.0445752911606841,"NO3+Norg"
"18",127074,67,0.8,58.9143615034179,"IAEA-NO3 25uM","IAEA-NO3",25.1750046969622,0.333568489668131,4.6950645713493,0.0445739998021829,"NO3+Norg"
"19",127075,68,0.08,59.3237851306048,"USGS-34 250uM","USGS-34",253.499576536684,3.33680719968317,-1.80178602298586,0.0445780079259011,"NO3+Norg"
"20",127076,69,0.08,59.0883348125133,"IAEA-NO3 250uM","IAEA-NO3",252.493461437989,3.33616087723353,4.70089692158549,0.0445774752256742,"NO3+Norg"
