"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","compound"
"26",27167,133,0.33,31.052387867213,"IAEA-NO3 30 uM","IAEA-NO3",30.0072728938752,0.447858854273232,4.75670886395209,0.0392419835377886,"NO3+Norg"
"27",27168,134,0.33,30.7950133212762,"USGS34 30 uM","USGS34",29.7585606766734,0.447731301827062,-1.89208325911727,0.0392419835377886,"NO3+Norg"
"28",27169,135,0.89,13.2235545754844,"USGS 40 5 uM batch 1","USGS40",4.73809398213609,0.163698236827756,-4.41043144812758,0.0392419835377886,"NO3+Norg"
"29",27170,136,1,28.8697161460986,"USGS 40 10 uM batch 1","USGS40",9.20636055348896,0.147447223015232,-4.55167062820119,0.0392419835377886,"NO3+Norg"
"30",27171,137,0.4,14.9659212717452,"USGS 40 25 uM batch 1","USGS40",11.9313320007683,0.364557754219668,-4.74187245115507,0.0392419835377886,"NO3+Norg"
"31",27172,138,0.1,25.7827852294077,"USGS 40 100 uM batch 1","USGS40",82.219588060333,1.4699945293921,-4.52167383437195,0.0392419835377886,"NO3+Norg"
"32",27173,139,0.8,13.2744004749499,"USGS 65 5 uM batch 1","USGS65",5.29139757927221,0.18211880576779,20.5766384037128,0.0392419835377886,"NO3+Norg"
"33",27175,141,0.8,23.4170034158291,"USGS 65 10 uM batch 1","USGS65",9.3344083917127,0.183362156782131,20.9756578503105,0.0392419835377886,"NO3+Norg"
"34",27176,142,0.4,29.1257388500371,"USGS 65 25 uM batch 1","USGS65",23.2200112293483,0.368716416257039,20.9686268908504,0.0392419835377886,"NO3+Norg"
"35",27177,143,0.1,25.1016225696048,"USGS 65 100 uM batch 1","USGS65",80.0474056218276,1.46907290398554,21.1722363416404,0.0392419835377886,"NO3+Norg"
"36",27180,146,0.33,31.0054427835247,"IAEA-NO3 30 uM","IAEA-NO3",29.961907817821,0.447835510024692,4.74695391481565,0.0392419835377886,"NO3+Norg"
"37",27181,147,0.33,31.0257553884787,"USGS34 30 uM","USGS34",29.9815367714024,0.447845606952359,-1.92350702780306,0.0392419835377886,"NO3+Norg"
"38",27194,160,0.33,31.3947568198301,"IAEA-NO3 30 uM","IAEA-NO3",30.3381189027394,0.448030099785334,4.62824308403273,0.0392419835377886,"NO3+Norg"
"39",27195,161,0.33,31.2162438601472,"USGS34 30 uM","USGS34",30.1656140661,0.447940588700926,-1.90792851079974,0.0392419835377886,"NO3+Norg"
"40",27207,173,0.33,31.6696937835702,"IAEA-NO3 30 uM","IAEA-NO3",30.6038024480706,0.448168944023138,4.76029252887646,0.0392419835377886,"NO3+Norg"
"41",27208,174,0.33,31.36787345931,"USGS34 30 uM","USGS34",30.3121403422859,0.448016596586986,-1.9039623237772,0.0392419835377886,"NO3+Norg"
"42",27221,187,0.33,31.5578424745186,"IAEA-NO3 30 uM","IAEA-NO3",30.4957156636146,0.448112325960903,4.74958510189752,0.0392419835377886,"NO3+Norg"
"43",27222,188,0.33,30.7693676104962,"USGS34 30 uM","USGS34",29.7337781109904,0.447718649380264,-1.9065373902233,0.0392419835377886,"NO3+Norg"
"44",27223,189,1,15.7808187581965,"USGS 40 5 uM batch 1","USGS40",5.03239819130859,0.145890225072017,-4.53805583367494,0.0392419835377886,"NO3+Norg"
"45",27224,190,1,29.7848204736545,"USGS 40 10 uM batch 1","USGS40",9.49818123994473,0.147589395034512,-4.41868672491348,0.0392419835377886,"NO3+Norg"
"46",27225,191,1,16.4015953670237,"USGS 65 5 uM batch 1","USGS65",5.23035972494868,0.145943724832671,20.7324106611196,0.0392419835377886,"NO3+Norg"
"47",27226,192,1,30.4079660733006,"USGS 65 10 uM batch 1","USGS65",9.69689822900793,0.147688671069104,20.6084693933515,0.0392419835377886,"NO3+Norg"
"48",27234,200,0.33,31.6310009943274,"IAEA-NO3 30 uM","IAEA-NO3",30.5664119230392,0.448149334033461,4.72575311609279,0.0392419835377886,"NO3+Norg"
"49",27235,201,0.33,31.3081165919531,"USGS34 30 uM","USGS34",30.2543946824762,0.447986599199419,-1.87638069330022,0.0392419835377886,"NO3+Norg"
