"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","d18O","d18O_err","compound"
"39",27476,111,0.666666667,64.5497604569835,"USGS 34 30 uM","USGS34",29.4292778840128,0.452944122705922,-1.80057283470686,0.0380251445218777,-28.0053535179139,0.236641630531168,"NO3+NO2"
"40",27477,112,0.666666667,64.4255844601528,"IAEA 30 uM","IAEA-NO3",29.3726640423598,0.452910562016477,4.66539043837358,0.0380099750374882,25.8546363931015,0.236697371586863,"NO3+NO2"
"41",27478,113,0.08,66.1411399174068,"USGS 34 250 uM","USGS34",251.29011238613,3.77816416450154,-1.84437164840855,0.0380442503453201,-27.7978219927191,0.236573770056435,"NO3+NO2"
"42",27479,114,0.08,66.2411146188875,"IAEA 250 uM","IAEA-NO3",251.669946389629,3.77839502686834,4.65297010693526,0.0380046593886448,25.7014945324208,0.236646938344306,"NO3+NO2"
"43",27502,137,0.666666667,66.9549302967357,"USGS 34 30 uM","USGS34",30.5258336430305,0.453606374593861,-1.79904666384937,0.0380244834391325,-28.0139417635124,0.236644455196948,"NO3+NO2"
"44",27503,138,0.666666667,66.866355072865,"IAEA 30 uM","IAEA-NO3",30.4854507685089,0.453581576722325,4.74034344374512,0.0380424817950734,25.8561334123687,0.236697866106939,"NO3+NO2"
"45",27504,139,0.08,67.0864717127711,"USGS 34 250 uM","USGS34",254.881712612493,3.78036055883177,-1.77918121857289,0.0380159031961525,-27.8804566609749,0.236600734252516,"NO3+NO2"
"46",27505,140,0.08,67.8482804494753,"IAEA 250 uM","IAEA-NO3",257.776053461505,3.78215230661961,4.74777280585218,0.0380457450357782,25.6557793908039,0.23663192817322,"NO3+NO2"
"47",27487,122,0.666666667,61.0135525431571,"USGS 30 uM NR","USGS34",30.0712060784284,0.324680074562234,-1.8223718790275,0.0465557446532728,-27.955262618026,0.163946259676163,"NO3"
"48",27488,123,0.666666667,61.4388454320071,"IAEA 30 uM NR","IAEA-NO3",30.280816395665,0.325135691503259,4.6740141774756,0.0464928393988053,25.7464639053763,0.164008336204031,"NO3"
"49",27489,124,0.08,63.2553659158135,"USGS 250 uM NR","USGS34",259.800905657591,2.72591648296298,-1.83592380422761,0.0465735250064541,-27.8895038550608,0.163909652829541,"NO3"
"50",27491,126,0.08,60.3607756935141,"IAEA 250 uM NR","IAEA-NO3",247.91231485785,2.69988063780942,4.66891089013562,0.0464862513634856,25.415673229014,0.163824363709735,"NO3"
"51",27496,131,0.666666667,60.8480987888314,"USGS 30 uM NR","USGS34",29.9896603605446,0.324503507229803,-1.75951661242033,0.0464741507505814,-28.0740687050968,0.164012589402678,"NO3"
"52",27497,132,0.666666667,60.361034614545,"IAEA 30 uM NR","IAEA-NO3",29.7496053801691,0.323985950891443,4.70787431397224,0.0465367947506291,25.6428674177466,0.163950488320915,"NO3"
"53",27498,133,0.08,61.9032255132078,"USGS 250 uM NR","USGS34",254.24742737022,2.71363382292358,-1.78218770432456,0.0465034139207964,-27.8011648218163,0.163860615637126,"NO3"
"54",27500,135,0.08,61.3156545965412,"IAEA 250 uM NR","IAEA-NO3",251.834170343279,2.70836213117582,4.74920061841655,0.0465910119947673,25.6349954478632,0.163946102115308,"NO3"
