"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","d18O","d18O_err","compound"
"13",11413,48,0.67,71.6288806831357,"IAEA-NO3 30uM","IAEA-NO3",30.7845986432505,1.38400287108335,4.82438006186973,0.128172573166511,25.6375975557513,0.567920746138849,"NO3+NO2"
"14",11414,49,0.08,70.8035799595798,"USGS-34 250uM","USGS-34",254.850425976584,11.5843337134491,-1.73429799808498,0.132834679818426,-28.0242344893629,0.589968838559224,"NO3+NO2"
"15",11415,50,0.08,70.4420689654105,"IAEA-NO3 250uM","IAEA-NO3",253.549203200676,11.5814261367299,4.75077260797343,0.132886784406517,26.0547321411168,0.58959779758274,"NO3+NO2"
"16",11425,60,4,72.0801100180694,"USGS-34 5uM","USGS-34",5.18890337269129,0.231894260558798,-1.77320103332434,0.13291905355473,-27.6450977593587,0.589629869204513,"NO3+NO2"
"17",11426,61,4,60.694409847592,"IAEA-NO3 5uM","IAEA-NO3",4.36926952362762,0.230168051872087,4.35072879467674,0.128516457791604,24.451504447634,0.57121440962303,"NO3+NO2"
"18",11428,63,0.67,66.4387695114743,"IAEA-NO3 30uM","IAEA-NO3",28.553997134339,1.37912579577063,4.64338924107848,0.127993724781414,24.8107794871127,0.56763251330911,"NO3+NO2"
"19",11429,64,0.08,66.9012508541615,"USGS-34 250uM","USGS-34",240.804381477359,11.5536994289413,-1.90487573271256,0.132430722742928,-28.2834070850256,0.587015331729273,"NO3+NO2"
"20",11430,65,0.08,66.787179601582,"IAEA-NO3 250uM","IAEA-NO3",240.393793378167,11.5528289415538,4.653833554998,0.131823788614499,25.7893054205024,0.585398400046465,"NO3+NO2"
"21",11434,69,4.06,66.5863639937213,"USGS-34 5uM NR","USGS-34",4.87420175150162,0.285322553643093,-1.94008277393785,0.208340926134247,-27.8995361590823,0.298245478648365,"NO3"
"22",11435,70,4.06,58.6597082276607,"IAEA-NO3 5uM NR","IAEA-NO3",4.2939610370195,0.283405945220064,4.33753517102051,0.204345771279348,25.0655563950772,0.294652567401302,"NO3"
"23",11436,71,0.68,66.7918123675484,"USGS-34 30uM NR","USGS-34",29.1916437135289,1.70385823472081,-1.82382041852379,0.206026052034862,-27.9312962255252,0.295623431006928,"NO3"
"24",11437,72,0.68,64.3685287924847,"IAEA-NO3 30uM NR","IAEA-NO3",28.132537391472,1.7002037420932,4.58624958992626,0.203492906289451,25.3252539261971,0.292495896610108,"NO3"
"25",11438,73,0.08,63.8445563063099,"USGS-34 250uM NR","USGS-34",237.180030527289,14.4451575969339,-2.0669408266641,0.217625530042741,-28.2278343590317,0.311209076069475,"NO3"
"26",11439,74,0.08,65.2142514786325,"IAEA-NO3 250uM NR","IAEA-NO3",242.268394541066,14.4624501208791,4.59792891709525,0.217197996429016,25.548876552405,0.312260844842893,"NO3"
"27",11451,86,4.06,69.3360281339325,"USGS-34 5uM NR","USGS-34",5.07548046630759,0.286040749054149,-1.7985246075681,0.207749069595963,-28.1220497329276,0.298374706143742,"NO3"
"28",11452,87,4.06,69.7163514169643,"IAEA-NO3 5uM NR","IAEA-NO3",5.10332058703359,0.286142229901396,4.61154744276178,0.205118547633043,25.7986646759441,0.294978639121416,"NO3"
"29",11453,88,0.68,71.6949970840329,"USGS-34 30uM NR","USGS-34",31.3346013041628,1.71163950035177,-1.68808504897233,0.205360526859683,-27.8714197142751,0.295393040383767,"NO3"
"30",11454,89,0.68,71.6652913375884,"IAEA-NO3 30uM NR","IAEA-NO3",31.3216182822067,1.71159084588134,4.85535847079511,0.204238484853377,25.4846737462319,0.292348803836793,"NO3"
"31",11468,103,4.06,69.9577642379641,"IAEA-NO3 5uM NR","IAEA-NO3",5.12099229523893,0.286206913960434,4.84963678746532,0.205911277210306,25.9179788604391,0.295045987002756,"NO3"
"32",11469,104,0.68,72.2288148177249,"USGS-34 30uM NR","USGS-34",31.5679085994365,1.7125177230793,-1.5751928868562,0.204917267174299,-27.6578961538312,0.295225601898065,"NO3"
"33",11470,105,0.68,71.753781943554,"IAEA-NO3 30uM NR","IAEA-NO3",31.3602934753146,1.71173594873407,4.87632795626597,0.204310998603559,25.9668401075757,0.292630621797554,"NO3"
"34",11471,106,0.08,69.8411381172752,"USGS-34 250uM NR","USGS-34",259.457097504785,14.5234134383572,-1.70735343747764,0.2201488235018,-27.7999676553268,0.316400033981771,"NO3"
"35",11472,107,0.08,70.8710381546565,"IAEA-NO3 250uM NR","IAEA-NO3",263.283135877331,14.5375154951924,4.88541566466979,0.222065619002885,25.7721557361299,0.317941982825277,"NO3"
