"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","d18O","d18O_err","compound"
"1",125877,9,0.8,63.820454330215,"USGS-34 25uM","USGS-34",25.3297652932427,0.309345665839547,-1.80508965528122,0.0479008953323382,-27.8382842760109,0.220997939317955,"NO3+NO2"
"2",125878,10,0.8,63.3445274528646,"IAEA-NO3 25uM","IAEA-NO3",25.1408741888696,0.309207069860081,4.67272734723937,0.0478744842415545,25.5098214014124,0.220903442694638,"NO3+NO2"
"3",125879,11,0.08,64.1817578837037,"USGS-34 250uM","USGS-34",254.731634295538,3.09451536276507,-1.86466918284617,0.0479501696855839,-28.1607083522922,0.221527014748769,"NO3+NO2"
"4",125880,12,0.08,63.9472727532582,"IAEA-NO3 250uM","IAEA-NO3",253.800983866726,3.09382765867797,4.66203714803742,0.047865813998811,25.7292181753043,0.221494438229449,"NO3+NO2"
"5",125890,22,0.8,63.7999798391208,"USGS-34 25uM","USGS-34",25.3216391515635,0.309339685993483,-1.75770254751216,0.0478623075299658,-27.7692189133811,0.220968755235109,"NO3+NO2"
"6",125891,23,0.8,62.5961805689871,"IAEA-NO3 25uM","IAEA-NO3",24.8438620299076,0.308991115272165,4.74042066725401,0.047930013326191,25.300606805559,0.220844121144813,"NO3+NO2"
"7",125892,24,0.08,63.0424423832391,"USGS-34 250uM","USGS-34",250.209793370934,3.09119605359111,-1.77620494481845,0.0478773104318065,-28.0455649357194,0.221004036263262,"NO3+NO2"
"8",125893,25,0.08,61.8639147837399,"IAEA-NO3 250uM","IAEA-NO3",245.532323146033,3.08782142521196,4.64099352694697,0.0478488278614597,25.5595708385459,0.220567688339266,"NO3+NO2"
"9",125903,35,0.8,63.5077508132695,"USGS-34 25uM","USGS-34",25.2056560750661,0.309254493374725,-1.7254735241457,0.047836368757533,-27.6860833999982,0.220944723186537,"NO3+NO2"
"10",125904,36,0.8,62.0091216007669,"IAEA-NO3 25uM","IAEA-NO3",24.6108635964999,0.308823395656281,4.77572907391536,0.0479594098631537,25.5741263996479,0.22098570153814,"NO3+NO2"
"11",125905,37,0.08,62.5384384941961,"USGS-34 250uM","USGS-34",248.20944718877,3.08974551660228,-1.81004715546801,0.0479049631621669,-28.0633313635938,0.220808223203474,"NO3+NO2"
"12",125906,38,0.08,62.8478328527154,"IAEA-NO3 250uM","IAEA-NO3",249.437405617865,3.09063464294871,4.71123745070093,0.0479059404527765,25.9948688150901,0.221154207172069,"NO3+NO2"
"13",125917,49,0.8,62.0282225414387,"USGS-34 25uM","USGS-34",24.6184445883492,0.308828830790004,-1.84447664944475,0.0479333756548199,-27.8151717052283,0.22106163625891,"NO3+NO2"
"14",125918,50,0.8,62.1831628024046,"IAEA-NO3 25uM","IAEA-NO3",24.6799389867506,0.308872961145711,4.67699624138639,0.0478779537459013,25.4412834341603,0.220921339599609,"NO3+NO2"
"15",125919,51,0.08,63.4410509121442,"USGS-34 250uM","USGS-34",251.791834831938,3.09235101383092,-1.81633634048355,0.0479101324661785,-28.061637053776,0.221174499609962,"NO3+NO2"
"16",125920,52,0.08,62.681221112257,"IAEA-NO3 250uM","IAEA-NO3",248.776138579703,3.09015533308704,4.71985854451956,0.047913030387086,25.77050413028,0.220987450420856,"NO3+NO2"
"17",125921,53,0.86,63.5634082942256,"USGS-34 25uM NR","USGS-34",25.3807213014148,0.288296983268004,-1.79916900696679,0.0281765621916421,-27.6676715797071,0.257328995148673,"NO3"
"18",125922,54,0.86,62.9675773707727,"IAEA-NO3 25uM NR","IAEA-NO3",25.1428073975391,0.288084150422197,4.7060481680167,0.0281805381726737,25.3525397764155,0.257432239303274,"NO3"
"19",125923,55,0.086,62.9679538892897,"USGS-34 250uM NR","USGS-34",251.429577405085,2.88084280688733,-1.76248100196113,0.0281554739652272,-28.1281456990474,0.258243687672718,"NO3"
"20",125924,56,0.086,62.6703232790936,"IAEA-NO3 250uM NR","IAEA-NO3",250.241145291251,2.87978662643326,4.70519685630358,0.0281800511380458,25.7537533836779,0.257955372318135,"NO3"
"21",125936,68,0.86,63.3511616832715,"USGS-34 25uM NR","USGS-34",25.2959717226185,0.288220955015225,-1.76356278396679,0.028156094002405,-27.7536867375165,0.257396665829492,"NO3"
"22",125937,69,0.86,62.8104039548554,"IAEA-NO3 25uM NR","IAEA-NO3",25.0800484176096,0.288028315927544,4.69247560099203,0.0281726941856379,25.3803233939572,0.257459660169951,"NO3"
"23",125938,70,0.086,61.5062522124409,"USGS-34 250uM NR","USGS-34",245.593036558473,2.87570001564276,-1.81137560421682,0.028183628563307,-28.151922220654,0.257355441032885,"NO3"
"24",125939,71,0.086,62.3344439799237,"IAEA-NO3 250uM NR","IAEA-NO3",248.899987050698,2.8786001977354,4.68884667794981,0.0281706017622195,25.8217721575161,0.257790402896231,"NO3"
"25",125949,81,0.86,62.7273743395645,"USGS-34 25uM NR","USGS-34",25.0468948850661,0.287998872828832,-1.82434485040639,0.0281911644829181,-27.7875172335166,0.257456534074439,"NO3"
"26",125950,82,0.86,63.1528193950643,"IAEA-NO3 25uM NR","IAEA-NO3",25.2167741076012,0.288150117249263,4.68855287233125,0.0281704329320172,25.5180747353951,0.257526551714335,"NO3"
"27",125951,83,0.086,61.5507249279331,"USGS-34 250uM NR","USGS-34",245.770615078524,2.8758548284717,-1.83906675248207,0.0281997493090421,-28.0910565295584,0.257342826009882,"NO3"
"28",125952,84,0.086,61.7167277014077,"IAEA-NO3 250uM NR","IAEA-NO3",246.433460297477,2.87643365653445,4.71887982440664,0.0281879811311522,25.8335365530381,0.257420138467781,"NO3"
