"","analysis","run_number","volume","area","name","category","conc","conc_err","d15N","d15N_err","d18O","d18O_err","compound"
"1",40465,9,0.67,62.3449366628276,"USGS-34 30uM","USGS-34",31.2978862431425,1.19337831765824,-1.79439871347001,0.0253926478879907,-27.7740912785054,0.303965931273328,"NO3+NO2"
"2",40466,10,0.67,61.7508458865178,"IAEA-NO3 30uM","IAEA-NO3",30.9996457358884,1.1930040547464,4.69445817791129,0.025489413066454,25.2934230758781,0.305064437662722,"NO3+NO2"
"3",40467,11,0.08,55.6962512340703,"USGS-34 250uM","USGS-34",234.166411332436,9.96112696648005,-1.80254295307087,0.0253085371888353,-27.9728130382301,0.302998936523634,"NO3+NO2"
"4",40468,12,0.08,58.7256471373478,"IAEA-NO3 250uM","IAEA-NO3",246.90304533307,9.97589966368596,4.69993896484375,0,26.087020290334,0.304179010899132,"NO3+NO2"
"5",40481,25,0.67,62.4708886542415,"USGS-34 30uM","USGS-34",31.3611156136476,1.19345810375512,-1.7494586005589,0.0253833342579145,-27.7990781834177,0.303973484343345,"NO3+NO2"
"6",40482,26,0.67,62.2601263017922,"IAEA-NO3 30uM","IAEA-NO3",31.2553104515224,1.19332466423829,4.69262637027127,0.0254889779672151,25.3292328487942,0.305076704487667,"NO3+NO2"
"7",40483,27,0.08,53.6999068414097,"USGS-34 250uM","USGS-34",225.773085177533,9.95180819605871,-1.77718831347823,0.0253031893493202,-27.74085766579,0.302927796766155,"NO3+NO2"
"8",40484,28,0.08,59.4328873820746,"IAEA-NO3 250uM","IAEA-NO3",249.876529299909,9.97945788398964,4.74380770947384,0.0254042797940408,25.9589475106961,0.304134224557836,"NO3+NO2"
"9",40496,40,0.08,60.502082775473,"USGS-34 250uM","USGS-34",254.371798599687,9.98491548944274,-1.77997007555041,0.0253037749144678,-28.0031443443822,0.303008280776957,"NO3+NO2"
"10",40497,41,0.08,58.0059920624244,"IAEA-NO3 250uM","IAEA-NO3",243.877365102209,9.97232144191847,4.7148729147124,0.0253973547926969,25.8884438778559,0.30410965131753,"NO3+NO2"
"11",40509,53,0.67,62.3321498414782,"USGS-34 30uM","USGS-34",31.2914671095059,1.193370212743,-1.80812294314276,0.0253955191276405,-27.5644538421658,0.303902855756615,"NO3+NO2"
"12",40510,54,0.67,61.7818145016276,"IAEA-NO3 30uM","IAEA-NO3",31.0151923423123,1.19302348012128,4.68858159612418,0.025488017071463,25.2163843869993,0.305038097133226,"NO3+NO2"
"13",40511,55,0.08,59.2751440053981,"USGS-34 250uM","USGS-34",249.213321281248,9.9786606498051,-1.82838144864792,0.0253140326320363,-27.8361070485443,0.302956932065095,"NO3+NO2"
"14",40512,56,0.08,57.7307628449072,"IAEA-NO3 250uM","IAEA-NO3",242.720205747103,9.97096433167246,4.72334059630688,0.0253993781618643,25.1995665855408,0.303872639118638,"NO3+NO2"
"15",40522,66,0.67,61.0066299485683,"USGS-34 30uM","USGS-34",30.6260406443916,1.19254014459632,-1.8349591095841,0.0254011703798208,-27.7305106938972,0.303952776718276,"NO3+NO2"
"16",40523,67,0.67,60.1031637938471,"IAEA-NO3 30uM","IAEA-NO3",30.1724900844173,1.19198426366688,4.6759961332045,0.025485035296016,25.4786348337701,0.305128048336583,"NO3+NO2"
"17",40524,68,0.08,53.0207884658018,"USGS-34 250uM","USGS-34",222.91783532925,9.94871384801581,-1.76662786133922,0.0253009755283131,-27.841245589644,0.302958507624867,"NO3+NO2"
"18",40525,69,0.08,59.2238601192848,"IAEA-NO3 250uM","IAEA-NO3",248.997705987503,9.97840196968001,4.68445195183957,0.0253901417092517,25.2966867167498,0.303905714844521,"NO3+NO2"
"19",40537,81,0.67,61.2450327063222,"USGS-34 30uM","USGS-34",30.745721612753,1.19268815863752,-1.80234623683042,0.0253943090431742,-27.8416782237121,0.30398637890242,"NO3+NO2"
"20",40538,82,0.67,61.3870795939788,"IAEA-NO3 30uM","IAEA-NO3",30.8170308091214,1.19277661987576,4.68798156509425,0.0254878749027899,25.3845032946662,0.305095671686562,"NO3+NO2"
"21",40539,83,0.08,58.5461363453654,"USGS-34 250uM","USGS-34",246.14831952976,9.97500321645611,-1.79901019798975,0.0253077894963953,-28.1663848304245,0.303058789667245,"NO3+NO2"
"22",40540,84,0.08,59.3103467183401,"IAEA-NO3 250uM","IAEA-NO3",249.361325729952,9.97883837217864,4.67881618949068,0.0253888116282889,25.8565721566503,0.304098558472506,"NO3+NO2"
"23",40553,97,0.67,61.4257921094162,"USGS-34 30uM","USGS-34",30.8364649439398,1.1928007692825,-1.79675723619579,0.0253931415135751,-27.7780923373515,0.303967142861858,"NO3+NO2"
"24",40555,99,0.08,59.971123410074,"USGS-34 250uM","USGS-34",252.139460759995,9.98219349335241,-1.80931537974255,0.0253099730100511,-28.2632960064598,0.30308892782064,"NO3+NO2"
"25",40556,100,0.08,56.3892064102309,"IAEA-NO3 250uM","IAEA-NO3",237.079835902679,9.96443902767773,4.66144698535718,0.0253847216981765,25.5954586918751,0.304008166028752,"NO3+NO2"
"26",40569,113,0.67,61.3896996507086,"USGS-34 30uM","USGS-34",30.8183461081957,1.19277825019716,-1.81587153454634,0.0253971460540758,-27.8285951400939,0.303982415766102,"NO3+NO2"
"27",40570,114,0.67,60.3098623995906,"IAEA-NO3 30uM","IAEA-NO3",30.2762551982414,1.19211072917422,4.72720003154267,0.0254972324378843,25.6727895120619,0.305195158316029,"NO3+NO2"
"28",40571,115,0.08,56.2888689908371,"USGS-34 250uM","USGS-34",236.657982494214,9.96395704598388,-1.85274771894033,0.0253192554056456,-28.5100890447314,0.303166171627852,"NO3+NO2"
"29",40583,127,0.67,61.2232699022309,"USGS-34 30uM","USGS-34",30.7347964309621,1.19267462005775,-1.78234885234607,0.0253901371634423,-27.9089952473394,0.304006799164998,"NO3+NO2"
"30",40584,128,0.67,61.3513333793742,"IAEA-NO3 30uM","IAEA-NO3",30.7990857919604,1.19275433678826,4.71741935252623,0.0254948893068961,25.6805269943133,0.305197848300684,"NO3+NO2"
"31",40585,129,0.08,58.7059540779057,"USGS-34 250uM","USGS-34",246.820248861933,9.97580127739046,-1.79993896484375,0,-28.2505674853106,0.303084962215933,"NO3+NO2"
"32",40586,130,0.08,60.2142918236537,"IAEA-NO3 250uM","IAEA-NO3",253.161825344607,9.98343728603009,4.70904119806186,0.0253959665482986,26.211809223815,0.30422283174797,"NO3+NO2"
